timestamp,alert,commodity,region_id,as_of_date,yield_surprise,current_ndvi_velocity
2026-04-16 08:00 UTC,VELOCITY_GREENUP: wheat/rostov_ru dNDVI/dt = +0.0532/day as of 2026-04-05,wheat,rostov_ru,2026-04-16,,0.05318
2026-04-16 07:53 UTC,VELOCITY_STRESS: cotton/south_texas_us dNDVI/dt = -0.0156/day as of 2026-04-01,cotton,south_texas_us,2026-04-16,,-0.01563
2026-04-17 07:53 UTC,VELOCITY_GREENUP: wheat/kansas_us dNDVI/dt = +0.0364/day as of 2026-04-02,wheat,kansas_us,2026-04-17,,0.0364
2026-04-17 08:00 UTC,VELOCITY_GREENUP: wheat/rostov_ru dNDVI/dt = +0.0546/day as of 2026-04-05,wheat,rostov_ru,2026-04-17,,0.05456
2026-04-17 07:53 UTC,VELOCITY_STRESS: cotton/south_texas_us dNDVI/dt = -0.0156/day as of 2026-04-01,cotton,south_texas_us,2026-04-17,,-0.01563
2026-04-18 07:14 UTC,VELOCITY_STRESS: cotton/south_texas_us dNDVI/dt = -0.0156/day as of 2026-04-01,cotton,south_texas_us,2026-04-18,,-0.01563
2026-04-18 07:14 UTC,VELOCITY_GREENUP: wheat/kansas_us dNDVI/dt = +0.0364/day as of 2026-04-02,wheat,kansas_us,2026-04-18,,0.0364
2026-04-18 07:31 UTC,VELOCITY_GREENUP: wheat/rostov_ru dNDVI/dt = +0.0546/day as of 2026-04-05,wheat,rostov_ru,2026-04-18,,0.05456
2026-04-30 08:26 UTC,VELOCITY_GREENUP: wheat/rostov_ru dNDVI/dt = +0.0452/day as of 2026-04-21,wheat,rostov_ru,2026-04-30,,0.04521
2026-05-01 08:16 UTC,VELOCITY_STRESS: cotton/south_texas_us dNDVI/dt = -0.0168/day as of 2026-04-17,cotton,south_texas_us,2026-05-01,,-0.01677
2026-05-01 08:16 UTC,VELOCITY_GREENUP: wheat/kansas_us dNDVI/dt = +0.0820/day as of 2026-04-18,wheat,kansas_us,2026-05-01,,0.08201
2026-05-01 08:27 UTC,VELOCITY_GREENUP: wheat/rostov_ru dNDVI/dt = +0.0396/day as of 2026-04-21,wheat,rostov_ru,2026-05-01,,0.03964
2026-05-04 08:34 UTC,VELOCITY_GREENUP: wheat/rostov_ru dNDVI/dt = +0.0428/day as of 2026-04-21,wheat,rostov_ru,2026-05-04,,0.04278
2026-05-05 08:17 UTC,VELOCITY_GREENUP: corn/illinois_us dNDVI/dt = +0.0342/day as of 2026-05-02,corn,illinois_us,2026-05-05,,0.03422
2026-05-05 08:26 UTC,VELOCITY_GREENUP: wheat/rostov_ru dNDVI/dt = +0.0428/day as of 2026-04-21,wheat,rostov_ru,2026-05-05,,0.04278
2026-05-07 08:50 UTC,VELOCITY_STRESS: cotton/north_texas_us dNDVI/dt = -0.0204/day as of 2026-05-01,cotton,north_texas_us,2026-05-07,,-0.02035
2026-05-07 08:38 UTC,VELOCITY_GREENUP: corn/iowa_us dNDVI/dt = +0.0287/day as of 2026-05-01,corn,iowa_us,2026-05-07,,0.02869
2026-05-08 07:46 UTC,VELOCITY_GREENUP: corn/iowa_us dNDVI/dt = +0.0287/day as of 2026-05-01,corn,iowa_us,2026-05-08,,0.02869
2026-05-08 07:58 UTC,VELOCITY_GREENUP: wheat/rostov_ru dNDVI/dt = +0.0443/day as of 2026-04-21,wheat,rostov_ru,2026-05-08,,0.04434
2026-05-08 08:02 UTC,VELOCITY_STRESS: cotton/north_texas_us dNDVI/dt = -0.0196/day as of 2026-05-01,cotton,north_texas_us,2026-05-08,,-0.01958
